"","V1","V2","V3","V4","V5","V6","value"
"24284","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g21915.t1",149,-20.91,"68.75%","75.00%",-0.778382919931666
"24436","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g33116.t1a",158,-23.05,"57.14%","80.95%",-0.860659239811977
"24494","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g37331.t1",166,-26.03,"78.26%","78.26%",-0.727604982390732
"24515","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g3829.t1",158,-20.32,"70.00%","80.00%",-0.836536649885698
"24518","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g38341.t1",168,-21.05,"73.68%","84.21%",-0.870640113250346
"24542","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g39838.t1",164,-22.97,"76.19%","76.19%",-0.888345748389479
"24547","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g40032.t1",143,-20.49,"61.11%","66.67%",-0.833873708663811
"24768","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g10298.t1",140,-21.65,"100.00%","100.00%",-0.895032569442292
"24825","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g25761.t2",149,-21.49,"65.00%","65.00%",-0.769047701872704
"24981","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g19882.t1",143,-20.22,"60.00%","70.00%",-0.771995508427944
"25269","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g15372.t1",147,-20.18,"70.00%","75.00%",-0.77346788873881
"1515","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g19114.t1b",151,-23.5,"75.00%","81.25%",-0.922557887222244
"2123","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g44381.t1",154,-23.04,"68.42%","78.95%",-0.739600626163015
"2770","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g19114.t1b",151,-23.5,"75.00%","81.25%",-0.922557887222244
"3378","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g44381.t1",154,-23.04,"68.42%","78.95%",-0.739600626163015
"3447","Montipora_capitata_HIv3___Scaffold_11_841599","Montipora_capitata_HIv3___RNAseq.g11527.t1",205,-49.06,"100.00%","100.00%",-0.790196055145557
"4592","Montipora_capitata_HIv3___Scaffold_1_35393","Montipora_capitata_HIv3___RNAseq.730_t",160,-20.25,"71.43%","76.19%",-0.736995639413275
"7917","Montipora_capitata_HIv3___Scaffold_14_992284","Montipora_capitata_HIv3___TS.g17962.t1",162,-20.12,"72.73%","77.27%",-0.829601537149678
"8328","Montipora_capitata_HIv3___Scaffold_14_999529","Montipora_capitata_HIv3___RNAseq.g39831.t1",181,-30.45,"85.00%","85.00%",-0.800731067610636
"8609","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g19114.t1b",151,-23.5,"75.00%","81.25%",-0.922557887222244
"9217","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g44381.t1",154,-23.04,"68.42%","78.95%",-0.739600626163015
"9324","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g18366.t1",162,-21.14,"65.22%","78.26%",-0.818738969634986
"9457","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g34689.t1",173,-21.85,"72.00%","84.00%",-0.858533121188197
"9696","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___TS.g48236.t1",176,-21.68,"80.95%","85.71%",-0.906100027819016
"9778","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g16003.t1",154,-22.75,"69.57%","73.91%",-0.961599791434494
"9779","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g16003.t1",160,-20.6,"66.67%","80.95%",-0.961599791434494
"9841","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g23190.t1",174,-24.29,"66.67%","90.48%",-0.844971963083429
"9888","Montipora_capitata_HIv3___Scaffold_2_64557","Montipora_capitata_HIv3___RNAseq.g28212.t1",145,-22.88,"100.00%","100.00%",-0.876089737804899
"10347","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g28734.t1",153,-21.46,"56.52%","78.26%",-0.862720623225513
"10440","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g44370.t1",149,-20.38,"66.67%","76.19%",-0.880663948735264
"10550","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___TS.g37142.t1",163,-22.71,"72.00%","80.00%",-0.875604316698285
"11267","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g25878.t1",147,-20.72,"71.43%","78.57%",-0.733359580683852
"12546","Montipora_capitata_HIv3___Scaffold_3_149822","Montipora_capitata_HIv3___RNAseq.g24975.t1",170,-21.29,"80.95%","85.71%",-0.778207229441812
"12824","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g14425.t1",180,-33.88,"84.21%","89.47%",-0.782585491896464
"13069","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___TS.g15136.t1b",184,-34.39,"89.47%","89.47%",-0.848016006512197
"13209","Montipora_capitata_HIv3___Scaffold_4_291272","Montipora_capitata_HIv3___RNAseq.g47615.t1",155,-20.02,"65.00%","80.00%",-0.93167427519709
"13433","Montipora_capitata_HIv3___Scaffold_5_307262","Montipora_capitata_HIv3___RNAseq.g37300.t1",157,-22.73,"77.78%","77.78%",-0.701279489209315
"14413","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g23198.t1",156,-21.74,"73.68%","78.95%",-0.767840477997538
"14895","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.1525_t",157,-22.19,"72.22%","83.33%",-0.837747084689471
"15458","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___TS.g27270.t1",165,-23.29,"72.73%","77.27%",-0.762564351448241
"16373","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g9784.t1",166,-26.71,"77.27%","81.82%",-0.738604995230034
"16961","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g45987.t1",173,-22.89,"73.91%","82.61%",-0.88612615997289
"17277","Montipora_capitata_HIv3___Scaffold_8_488597","Montipora_capitata_HIv3___RNAseq.g16003.t1",150,-22.83,"100.00%","100.00%",-0.799449146929304
"17575","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.1525_t",159,-23.36,"68.00%","76.00%",-0.896787900221448
"17721","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g26675.t1",145,-21.78,"60.00%","65.00%",-0.927520714210073
"18010","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___TS.g25503.t1",173,-24.52,"75.00%","85.00%",-0.845094496287559
"24267","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g20897.t2",156,-26.05,"66.67%","76.19%",-0.782701746692101
"24447","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g34252.t1",158,-22.34,"68.42%","84.21%",-0.869012146289898
"24645","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g47111.t1",154,-23.22,"68.42%","78.95%",-0.722014233948273
"24687","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g50264.t1",152,-20.24,"61.90%","76.19%",-0.759443735932588
"24691","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g50648.t1",161,-24.91,"75.00%","85.00%",-0.810640869646318
"24717","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g6696.t1",147,-21.69,"80.00%","100.00%",-0.912124589400242
"24719","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g6708.t1",145,-22.23,"66.67%","72.22%",-0.895622576731131
"24892","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g4478.t1",141,-21.16,"87.50%","100.00%",-0.901623374751653
"25001","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g23106.t1",176,-21.69,"73.68%","94.74%",-0.8327824750975
"25320","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g30702.t1b",182,-31.7,"94.12%","94.12%",-0.756425787735806
"565","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___RNAseq.g26680.t1",167,-20.66,"75.00%","85.00%",-0.781301104159438
"1712","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g33189.t1",154,-23.19,"68.42%","78.95%",-0.804981036849791
"1747","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g35950.t1",154,-26.27,"65.00%","80.00%",-0.773955674567218
"1859","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g42716.t1",146,-22,"63.16%","73.68%",-0.867256889834048
"2154","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g6997.t1a",150,-22.65,"65.00%","75.00%",-0.898319347267787
"2967","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g33189.t1",154,-23.19,"68.42%","78.95%",-0.804981036849791
"3002","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g35950.t1",154,-26.27,"65.00%","80.00%",-0.773955674567218
"3114","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g42716.t1",146,-22,"63.16%","73.68%",-0.867256889834048
"3409","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___TS.g6997.t1a",150,-22.65,"65.00%","75.00%",-0.898319347267787
"5739","Montipora_capitata_HIv3___Scaffold_13_949160","Montipora_capitata_HIv3___RNAseq.g44593.t1",158,-20.34,"65.00%","85.00%",-0.774741374917133
"6189","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g15683.t1",147,-21.09,"62.50%","87.50%",-0.804479678831108
"7116","Montipora_capitata_HIv3___Scaffold_14_1017829","Montipora_capitata_HIv3___TS.g19508.t1",147,-20.03,"84.62%","84.62%",-0.762159790659626
"8128","Montipora_capitata_HIv3___Scaffold_14_994729","Montipora_capitata_HIv3___TS.g3417.t1",174,-21.52,"84.21%","89.47%",-0.763250039073151
"8429","Montipora_capitata_HIv3___Scaffold_14_999529","Montipora_capitata_HIv3___TS.g1787.t1",169,-23.11,"83.33%","88.89%",-0.739757119419424
"8806","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g33189.t1",154,-23.19,"68.42%","78.95%",-0.804981036849791
"8841","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g35950.t1",154,-26.27,"65.00%","80.00%",-0.773955674567218
"8953","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g42716.t1",146,-22,"63.16%","73.68%",-0.867256889834048
"9248","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___TS.g6997.t1a",150,-22.65,"65.00%","75.00%",-0.898319347267787
"9533","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g44286.t1",158,-20.33,"61.90%","76.19%",-0.892006960834186
"9681","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___TS.g41056.t1",173,-20.34,"77.27%","81.82%",-0.702351329565733
"10393","Montipora_capitata_HIv3___Scaffold_2_67225","Montipora_capitata_HIv3___RNAseq.g35485.t1",155,-20.48,"62.50%","79.17%",-0.786464865736811
"11076","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g45549.t1",150,-20.45,"75.00%","81.25%",-0.75588767942984
"11079","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___RNAseq.g4562.t1",165,-21.98,"75.00%","93.75%",-0.780254720898072
"11472","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___RNAseq.g26680.t1",167,-20.66,"75.00%","85.00%",-0.781301104159438
"12365","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g6931.t1",152,-27.01,"60.00%","70.00%",-0.860880662705058
"12805","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.21923_t",146,-20.07,"68.42%","68.42%",-0.870865415597377
"12855","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g20280.t1",154,-21.06,"68.42%","78.95%",-0.905002859875745
"14079","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___RNAseq.g26680.t1",167,-20.66,"75.00%","85.00%",-0.781301104159438
"14514","Montipora_capitata_HIv3___Scaffold_5_365006","Montipora_capitata_HIv3___RNAseq.g48120.t1",151,-23.46,"75.00%","75.00%",-0.72443002530684
"15128","Montipora_capitata_HIv3___Scaffold_6_400996","Montipora_capitata_HIv3___RNAseq.g29574.t1",149,-20.87,"58.33%","70.83%",-0.900062927456744
"15638","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___RNAseq.g26680.t1",167,-20.66,"75.00%","85.00%",-0.781301104159438
"16628","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g20133.t1",170,-23.1,"73.68%","94.74%",-0.840610691372361
"16794","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___RNAseq.g34010.t1",153,-20.93,"72.73%","72.73%",-0.708431755298727
"17104","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___TS.g17568.t2b",152,-21.7,"68.42%","78.95%",-0.761600718085341
"17825","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g36403.t1",156,-20.75,"66.67%","76.19%",-0.789144815497968
"18088","Montipora_capitata_HIv3___Scaffold_8_508613","Montipora_capitata_HIv3___RNAseq.29237_t",149,-22.27,"59.09%","72.73%",-0.751366284088074
"19593","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___RNAseq.g18698.t1",174,-23.07,"85.71%","85.71%",-0.821619787062824
"21232","Montipora_capitata_HIv3___Scaffold_8_578139","Montipora_capitata_HIv3___TS.g46454.t2",164,-22.24,"71.43%","80.95%",-0.716615143645298
"24141","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g10904.t1",153,-21.78,"66.67%","80.95%",-0.710132371121094
"24261","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g20434.t1",159,-21.78,"61.90%","85.71%",-0.904740762488251
"24354","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g27251.t1",166,-25.16,"76.47%","88.24%",-0.861313208242601
"24417","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g31719.t1",157,-24.3,"65.00%","75.00%",-0.87464250243688
"24450","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g34704.t1",163,-23.26,"66.67%","88.89%",-0.845526038472956
"24476","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g3632.t2",175,-32.55,"77.78%","94.44%",-0.838235443405685
"24507","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g37974.t1",146,-20.21,"57.14%","66.67%",-0.853413193321482
"24913","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g50730.t1",155,-25.88,"68.18%","77.27%",-0.866141517522376
"25000","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g22987.t1",156,-22.9,"72.73%","77.27%",-0.957730590371714
"25005","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g24118.t1",168,-20.62,"73.91%","78.26%",-0.913416941565868
"25166","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g6931.t1",146,-20.14,"65.00%","70.00%",-0.919489351755392
"25264","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g14345.t1",151,-20.88,"75.00%","81.25%",-0.713752395642751
"25265","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g14619.t1",162,-24.09,"88.24%","88.24%",-0.868911694573041
"783","Montipora_capitata_HIv3___Scaffold_10_645863","Montipora_capitata_HIv3___TS.g27596.t1",170,-25.71,"76.19%","76.19%",-0.775375489995827
"1122","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g39837.t1",143,-20.01,"80.00%","90.00%",-0.741326821064536
"1891","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g45520.t1",153,-26.55,"66.67%","83.33%",-0.764694178705071
"1954","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g5265.t2",146,-20.83,"61.90%","71.43%",-0.731899101822047
"3146","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g45520.t1",153,-26.55,"66.67%","83.33%",-0.764694178705071
"3209","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g5265.t2",146,-20.83,"61.90%","71.43%",-0.731899101822047
"6653","Montipora_capitata_HIv3___Scaffold_13_954675","Montipora_capitata_HIv3___RNAseq.g45274.t1",159,-25.13,"81.25%","87.50%",-0.745400639821635
"8985","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g45520.t1",153,-26.55,"66.67%","83.33%",-0.764694178705071
"9048","Montipora_capitata_HIv3___Scaffold_151_1075760","Montipora_capitata_HIv3___RNAseq.g5265.t2",146,-20.83,"61.90%","71.43%",-0.731899101822047
"9405","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g29502.t1",178,-24.11,"88.24%","94.12%",-0.846711258509144
"9483","Montipora_capitata_HIv3___Scaffold_2_124999","Montipora_capitata_HIv3___RNAseq.g37128.t1",170,-23.85,"80.95%","85.71%",-0.795615846920216
"11332","Montipora_capitata_HIv3___Scaffold_2_71488","Montipora_capitata_HIv3___TS.g45246.t1",153,-20.66,"83.33%","91.67%",-0.747479324284589
"11690","Montipora_capitata_HIv3___Scaffold_2_87665","Montipora_capitata_HIv3___TS.g27596.t1",170,-25.71,"76.19%","76.19%",-0.775375489995827
"12202","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g30222.t1",161,-20.08,"80.00%","80.00%",-0.853439351451701
"12311","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g44669.t1",159,-21.06,"68.00%","76.00%",-0.957930881495744
"12370","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___RNAseq.g7226.t1",160,-20.6,"71.43%","76.19%",-0.702649927120563
"12471","Montipora_capitata_HIv3___Scaffold_2_98529","Montipora_capitata_HIv3___TS.g9808.t1",173,-26.06,"75.00%","85.00%",-0.744332484894149
"12823","Montipora_capitata_HIv3___Scaffold_4_264216","Montipora_capitata_HIv3___RNAseq.g14162.t1",171,-23.79,"92.86%","100.00%",-0.776310479406092
"13131","Montipora_capitata_HIv3___Scaffold_4_291272","Montipora_capitata_HIv3___RNAseq.g18526.t1",158,-20.04,"72.00%","76.00%",-0.825979097636295
"14297","Montipora_capitata_HIv3___Scaffold_5_322659","Montipora_capitata_HIv3___TS.g27596.t1",170,-25.71,"76.19%","76.19%",-0.775375489995827
"14878","Montipora_capitata_HIv3___Scaffold_5_375083","Montipora_capitata_HIv3___TS.g39566.t1a",153,-22.29,"72.73%","72.73%",-0.72632744634823
"15856","Montipora_capitata_HIv3___Scaffold_6_419669","Montipora_capitata_HIv3___TS.g27596.t1",170,-25.71,"76.19%","76.19%",-0.775375489995827
"16118","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g30381.t1",163,-20.78,"77.78%","77.78%",-0.834251079919988
"16138","Montipora_capitata_HIv3___Scaffold_6_439094","Montipora_capitata_HIv3___RNAseq.g3201.t1",166,-21.44,"76.19%","85.71%",-0.784845139687038
"17137","Montipora_capitata_HIv3___Scaffold_7_456843","Montipora_capitata_HIv3___TS.g25286.t1",156,-21.4,"65.38%","73.08%",-0.951770440550018
"17613","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g12952.t1",152,-24.12,"59.26%","74.07%",-0.868797418873857
"17648","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g16222.t1",160,-26.49,"65.38%","76.92%",-0.776351330464135
"17708","Montipora_capitata_HIv3___Scaffold_8_508612","Montipora_capitata_HIv3___RNAseq.g25455.t1",154,-21.56,"75.00%","87.50%",-0.912285069257113
"20052","Montipora_capitata_HIv3___Scaffold_8_542727","Montipora_capitata_HIv3___TS.g5151.t1b",174,-23.95,"85.71%","85.71%",-0.801834469431423
"21079","Montipora_capitata_HIv3___Scaffold_8_578139","Montipora_capitata_HIv3___RNAseq.g19690.t1",156,-20.82,"75.00%","79.17%",-0.700344005764954
"24183","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g1379.t1",144,-20.28,"61.90%","76.19%",-0.86740834124335
"24294","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g22793.t1",151,-21.95,"66.67%","71.43%",-0.806171263072926
"24366","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g28171.t1",154,-20.34,"76.92%","92.31%",-0.838084411154944
"24429","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g32841.t1",160,-23.19,"71.43%","76.19%",-0.817597694775937
"24504","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g37898.t1",155,-23.13,"66.67%","77.78%",-0.734021224974437
"24539","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g39723.t1",156,-23.21,"61.90%","80.95%",-0.720392735915551
"24631","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g4611.t2",156,-20.13,"70.59%","88.24%",-0.756148389334317
"24680","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g50062.t1",142,-21.25,"77.78%","100.00%",-0.815201957689888
"24699","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g5427.t1",158,-24.98,"68.42%","84.21%",-0.822408401253197
"24748","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___RNAseq.g8973.t1",148,-23.8,"50.00%","81.82%",-0.954393803446784
"24849","Montipora_capitata_HIv3___Scaffold_9_613239","Montipora_capitata_HIv3___TS.g31460.t1",147,-23.51,"90.00%","90.00%",-0.787270681368195
"24961","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g14860.t1",183,-28.98,"88.89%","94.44%",-0.723874530736566
"24976","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g19131.t1",161,-20.79,"77.78%","83.33%",-0.884461178131911
"25008","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g24337.t1",174,-21.89,"78.95%","94.74%",-0.873039149849853
"25138","Montipora_capitata_HIv3___Scaffold_9_617967","Montipora_capitata_HIv3___RNAseq.g47143.t1",147,-20.52,"83.33%","91.67%",-0.901771569460991
"25302","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g2482.t1",155,-20.9,"81.25%","81.25%",-0.776181256345758
"25336","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g34386.t1",154,-21.57,"76.47%","88.24%",-0.858132316713901
"25392","Montipora_capitata_HIv3___Scaffold_9_625013","Montipora_capitata_HIv3___RNAseq.g5425.t1",154,-21.57,"76.47%","88.24%",-0.852154350551842
"829","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___RNAseq.g1018.t1",160,-20.16,"80.00%","86.67%",-0.715116423409098
"1347","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g36763.t3",161,-23.19,"65.22%","78.26%",-0.71342597388024
"1390","Montipora_capitata_HIv3___Scaffold_10_667068","Montipora_capitata_HIv3___TS.g7858.t2",159,-20.08,"78.57%","92.86%",-0.767552546363357
"1401","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.34795_t",162,-21.61,"70.59%","88.24%",-0.914520704733813
"1531","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g20213.t1",150,-24.14,"65.00%","75.00%",-0.90291876762226
"1735","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g35142.t1",158,-24.63,"66.67%","80.95%",-0.722653095554685
"1775","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g37682.t1",162,-26.05,"84.62%","100.00%",-0.789839959230438
"1919","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___RNAseq.g47919.t1",152,-22.72,"90.91%","90.91%",-0.880277444574764
"2121","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g43200.t1",162,-25.25,"76.47%","82.35%",-0.91918380637834
"2122","Montipora_capitata_HIv3___Scaffold_10_729473","Montipora_capitata_HIv3___TS.g43202.t1",144,-20.4,"76.92%","84.62%",-0.898515146114514
"2656","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.34795_t",162,-21.61,"70.59%","88.24%",-0.914520704733813
"2786","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g20213.t1",150,-24.14,"65.00%","75.00%",-0.90291876762226
"2990","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g35142.t1",158,-24.63,"66.67%","80.95%",-0.722653095554685
"3030","Montipora_capitata_HIv3___Scaffold_11_826703","Montipora_capitata_HIv3___RNAseq.g37682.t1",162,-26.05,"84.62%","100.00%",-0.789839959230438
