"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","X","V1","V3","V4","V5","V6","value","sig.prop"
"1091","Montipora_capitata_HIv3___RNAseq.g20434.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",24261,"Montipora_capitata_HIv3___Scaffold_9_613239",159,-21.78,"61.90%","85.71%",-0.904740762488251,0.0350154479917611
"1092","Montipora_capitata_HIv3___TS.g47232.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",17561,"Montipora_capitata_HIv3___Scaffold_8_488597",146,-20.42,"68.42%","68.42%",-0.856568513885892,0.0350154479917611
"1093","Montipora_capitata_HIv3___TS.g47232.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",17562,"Montipora_capitata_HIv3___Scaffold_8_488597",147,-21.06,"65.00%","70.00%",-0.856568513885892,0.0350154479917611
"1094","Montipora_capitata_HIv3___RNAseq.g304.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",24398,"Montipora_capitata_HIv3___Scaffold_9_613239",145,-24.78,"65.22%","69.57%",-0.966401164099845,0.0478468899521531
"1095","Montipora_capitata_HIv3___RNAseq.g18698.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",19593,"Montipora_capitata_HIv3___Scaffold_8_542727",174,-23.07,"85.71%","85.71%",-0.821619787062824,0.0511627906976744
"1096","Montipora_capitata_HIv3___RNAseq.g11945.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",17602,"Montipora_capitata_HIv3___Scaffold_8_508612",148,-21.51,"64.00%","68.00%",-0.930417032105959,0.0350154479917611
"1097","Montipora_capitata_HIv3___RNAseq.g37331.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",14744,"Montipora_capitata_HIv3___Scaffold_5_375083",158,-20.4,"61.90%","76.19%",-0.948752483221698,0.0350154479917611
"1098","Montipora_capitata_HIv3___RNAseq.g37331.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",24494,"Montipora_capitata_HIv3___Scaffold_9_613239",166,-26.03,"78.26%","78.26%",-0.727604982390732,0.0350154479917611
"1099","Montipora_capitata_HIv3___RNAseq.g37597.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",20406,"Montipora_capitata_HIv3___Scaffold_8_553085",164,-34.18,"82.35%","88.24%",-0.729265476596591,0.0511627906976744
"1100","Montipora_capitata_HIv3___RNAseq.g49671.t1","GO:0010997","anaphase-promoting complex binding",3,2,0.1,0.0029,"Molecular Functions",17018,"Montipora_capitata_HIv3___Scaffold_7_456843",162,-20.16,"73.68%","84.21%",-0.704055551356529,0.666666666666667
"1101","Montipora_capitata_HIv3___RNAseq.g39742.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",17421,"Montipora_capitata_HIv3___Scaffold_8_488597",151,-26.87,"65.22%","73.91%",-0.81789378053305,0.0478468899521531
"1102","Montipora_capitata_HIv3___TS.g21324.t1","GO:0036435","K48-linked polyubiquitin modification-dependent pro...",7,2,0.22,0.019,"Molecular Functions",15440,"Montipora_capitata_HIv3___Scaffold_6_400996",158,-20.81,"68.42%","84.21%",-0.798683990005357,0.285714285714286
"1103","Montipora_capitata_HIv3___TS.g21324.t1","GO:0071796","K6-linked polyubiquitin modification-dependent prot...",2,2,0.06,0.001,"Molecular Functions",15440,"Montipora_capitata_HIv3___Scaffold_6_400996",158,-20.81,"68.42%","84.21%",-0.798683990005357,1
"1104","Montipora_capitata_HIv3___RNAseq.g45111.t1","GO:0071885","N-terminal protein N-methyltransferase activity",1,1,0.03,0.0317,"Molecular Functions",13476,"Montipora_capitata_HIv3___Scaffold_5_307262",168,-20.54,"72.73%","81.82%",-0.834938709360373,1
"1105","Montipora_capitata_HIv3___RNAseq.g12835.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",5233,"Montipora_capitata_HIv3___Scaffold_13_949160",151,-20.03,"71.43%","85.71%",-0.765834987358846,0.0478468899521531
"1106","Montipora_capitata_HIv3___RNAseq.g45619.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",11077,"Montipora_capitata_HIv3___Scaffold_2_71488",168,-27.66,"82.35%","94.12%",-0.768892223873785,0.0511627906976744
"1107","Montipora_capitata_HIv3___RNAseq.g45619.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",11077,"Montipora_capitata_HIv3___Scaffold_2_71488",168,-27.66,"82.35%","94.12%",-0.768892223873785,0.0350154479917611
"1108","Montipora_capitata_HIv3___RNAseq.g42716.t1","GO:0004504","peptidylglycine monooxygenase activity",1,1,0.03,0.0317,"Molecular Functions",1859,"Montipora_capitata_HIv3___Scaffold_10_729473",146,-22,"63.16%","73.68%",-0.867256889834048,1
"1109","Montipora_capitata_HIv3___RNAseq.g42716.t1","GO:0004504","peptidylglycine monooxygenase activity",1,1,0.03,0.0317,"Molecular Functions",3114,"Montipora_capitata_HIv3___Scaffold_11_826703",146,-22,"63.16%","73.68%",-0.867256889834048,1
"1110","Montipora_capitata_HIv3___RNAseq.g42716.t1","GO:0004504","peptidylglycine monooxygenase activity",1,1,0.03,0.0317,"Molecular Functions",8953,"Montipora_capitata_HIv3___Scaffold_151_1075760",146,-22,"63.16%","73.68%",-0.867256889834048,1
"1111","Montipora_capitata_HIv3___RNAseq.g42716.t1","GO:0004598","peptidylamidoglycolate lyase activity",1,1,0.03,0.0317,"Molecular Functions",1859,"Montipora_capitata_HIv3___Scaffold_10_729473",146,-22,"63.16%","73.68%",-0.867256889834048,1
"1112","Montipora_capitata_HIv3___RNAseq.g42716.t1","GO:0004598","peptidylamidoglycolate lyase activity",1,1,0.03,0.0317,"Molecular Functions",3114,"Montipora_capitata_HIv3___Scaffold_11_826703",146,-22,"63.16%","73.68%",-0.867256889834048,1
"1113","Montipora_capitata_HIv3___RNAseq.g42716.t1","GO:0004598","peptidylamidoglycolate lyase activity",1,1,0.03,0.0317,"Molecular Functions",8953,"Montipora_capitata_HIv3___Scaffold_151_1075760",146,-22,"63.16%","73.68%",-0.867256889834048,1
"1114","Montipora_capitata_HIv3___RNAseq.g40234.t1","GO:1990244","histone H2AT120 kinase activity",2,2,0.06,0.001,"Molecular Functions",9992,"Montipora_capitata_HIv3___Scaffold_2_64557",160,-20.6,"66.67%","80.95%",-0.944631713572294,1
"1115","Montipora_capitata_HIv3___RNAseq.g40234.t1","GO:1990244","histone H2AT120 kinase activity",2,2,0.06,0.001,"Molecular Functions",17424,"Montipora_capitata_HIv3___Scaffold_8_488597",150,-22.83,"100.00%","100.00%",-0.879070695927975,1
"1116","Montipora_capitata_HIv3___TS.g1787.t1","GO:0036042","long-chain fatty acyl-CoA binding",8,2,0.25,0.0248,"Molecular Functions",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.25
"1117","Montipora_capitata_HIv3___TS.g1787.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.0350154479917611
"1118","Montipora_capitata_HIv3___TS.g1787.t1","GO:0050544","arachidonate binding",3,2,0.1,0.0029,"Molecular Functions",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,0.666666666666667
"1119","Montipora_capitata_HIv3___TS.g1787.t1","GO:0070540","stearic acid binding",2,2,0.06,0.001,"Molecular Functions",8429,"Montipora_capitata_HIv3___Scaffold_14_999529",169,-23.11,"83.33%","88.89%",-0.739757119419424,1
"1120","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0043027","cysteine-type endopeptidase inhibitor activity invo...",8,2,0.25,0.0248,"Molecular Functions",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.25
"1121","Montipora_capitata_HIv3___RNAseq.g7034.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",4252,"Montipora_capitata_HIv3___Scaffold_11_841599",162,-20.32,"70.59%","88.24%",-0.839287493464013,0.0350154479917611
"1122","Montipora_capitata_HIv3___TS.g46670.t1","GO:0097322","7SK snRNA binding",6,2,0.19,0.0138,"Molecular Functions",1369,"Montipora_capitata_HIv3___Scaffold_10_667068",150,-20.33,"61.90%","66.67%",-0.710832383877077,0.333333333333333
"1123","Montipora_capitata_HIv3___TS.g28604.t1","GO:0019785","ISG15-specific peptidase activity",1,1,0.03,0.0317,"Molecular Functions",18023,"Montipora_capitata_HIv3___Scaffold_8_508612",150,-23.22,"63.64%","77.27%",-0.764287661603023,1
"1124","Montipora_capitata_HIv3___RNAseq.g20402.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",24260,"Montipora_capitata_HIv3___Scaffold_9_613239",143,-26.39,"68.75%","75.00%",-0.814967519376408,0.0350154479917611
"1125","Montipora_capitata_HIv3___TS.g24343.t2","GO:0004301","epoxide hydrolase activity",5,2,0.16,0.0094,"Molecular Functions",8117,"Montipora_capitata_HIv3___Scaffold_14_994729",168,-20.06,"78.95%","78.95%",-0.708105343309496,0.4
"1126","Montipora_capitata_HIv3___RNAseq.g8731.t1","GO:0034618","arginine binding",1,1,0.03,0.0317,"Molecular Functions",742,"Montipora_capitata_HIv3___Scaffold_10_645863",148,-20.09,"81.82%","90.91%",-0.758084598234078,1
"1127","Montipora_capitata_HIv3___RNAseq.g8731.t1","GO:0034618","arginine binding",1,1,0.03,0.0317,"Molecular Functions",11649,"Montipora_capitata_HIv3___Scaffold_2_87665",148,-20.09,"81.82%","90.91%",-0.758084598234078,1
"1128","Montipora_capitata_HIv3___RNAseq.g8731.t1","GO:0034618","arginine binding",1,1,0.03,0.0317,"Molecular Functions",14256,"Montipora_capitata_HIv3___Scaffold_5_322659",148,-20.09,"81.82%","90.91%",-0.758084598234078,1
"1129","Montipora_capitata_HIv3___RNAseq.g8731.t1","GO:0034618","arginine binding",1,1,0.03,0.0317,"Molecular Functions",15815,"Montipora_capitata_HIv3___Scaffold_6_419669",148,-20.09,"81.82%","90.91%",-0.758084598234078,1
"1130","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0005547","phosphatidylinositol-3,4,5-trisphosphate binding",43,4,1.36,0.0465,"Molecular Functions",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.0930232558139535
"1131","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0043325","phosphatidylinositol-3,4-bisphosphate binding",22,3,0.7,0.0312,"Molecular Functions",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.136363636363636
"1132","Montipora_capitata_HIv3___RNAseq.g24179.t1","GO:0070412","R-SMAD binding",14,3,0.44,0.0089,"Molecular Functions",9851,"Montipora_capitata_HIv3___Scaffold_2_64557",144,-22.98,"57.69%","69.23%",-0.81227227214125,0.214285714285714
"1133","Montipora_capitata_HIv3___RNAseq.g47035.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",4152,"Montipora_capitata_HIv3___Scaffold_11_841599",140,-20.99,"100.00%","100.00%",-0.742355873579671,0.0478468899521531
"1134","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0005360","insulin-responsive D-glucose:proton symporter activ...",1,1,0.03,0.0317,"Molecular Functions",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,1
"1135","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0033222","xylose binding",1,1,0.03,0.0317,"Molecular Functions",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,1
"1136","Montipora_capitata_HIv3___RNAseq.g32174.t1","GO:0033300","dehydroascorbic acid transmembrane transporter acti...",8,3,0.25,0.0016,"Molecular Functions",12935,"Montipora_capitata_HIv3___Scaffold_4_264216",192,-41.26,"94.74%","94.74%",-0.933376974107001,0.375
"1137","Montipora_capitata_HIv3___TS.g4478.t1","GO:0070326","very-low-density lipoprotein particle receptor bind...",1,1,0.03,0.0317,"Molecular Functions",24892,"Montipora_capitata_HIv3___Scaffold_9_613239",141,-21.16,"87.50%","100.00%",-0.901623374751653,1
"1138","Montipora_capitata_HIv3___TS.g4095.t4","GO:0004438","phosphatidylinositol-3-phosphate phosphatase activi...",11,2,0.35,0.0457,"Molecular Functions",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.181818181818182
"1139","Montipora_capitata_HIv3___TS.g4095.t4","GO:0010997","anaphase-promoting complex binding",3,2,0.1,0.0029,"Molecular Functions",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,0.666666666666667
"1140","Montipora_capitata_HIv3___TS.g4095.t4","GO:0051800","phosphatidylinositol-3,4-bisphosphate 3-phosphatase...",1,1,0.03,0.0317,"Molecular Functions",4446,"Montipora_capitata_HIv3___Scaffold_11_841599",159,-21.11,"75.00%","75.00%",-0.714778898437532,1
"1141","Montipora_capitata_HIv3___TS.g36763.t3","GO:0004397","histidine ammonia-lyase activity",1,1,0.03,0.0317,"Molecular Functions",1347,"Montipora_capitata_HIv3___Scaffold_10_667068",161,-23.19,"65.22%","78.26%",-0.71342597388024,1
"1142","Montipora_capitata_HIv3___RNAseq.g7433.t1","GO:0071949","FAD binding",17,3,0.54,0.0155,"Molecular Functions",17489,"Montipora_capitata_HIv3___Scaffold_8_488597",164,-22.5,"73.68%","78.95%",-0.886813766330404,0.176470588235294
"1143","Montipora_capitata_HIv3___RNAseq.g30591.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",22507,"Montipora_capitata_HIv3___Scaffold_8_586427",163,-21.66,"71.43%","80.95%",-0.810508601687799,0.0511627906976744
"1144","Montipora_capitata_HIv3___RNAseq.g48492.t1","GO:0071949","FAD binding",17,3,0.54,0.0155,"Molecular Functions",24663,"Montipora_capitata_HIv3___Scaffold_9_613239",161,-22.11,"65.00%","80.00%",-0.931597903342638,0.176470588235294
"1145","Montipora_capitata_HIv3___RNAseq.g37473.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",17832,"Montipora_capitata_HIv3___Scaffold_8_508612",145,-20.31,"70.00%","70.00%",-0.853194623988119,0.0350154479917611
"1146","Montipora_capitata_HIv3___RNAseq.g37473.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",17833,"Montipora_capitata_HIv3___Scaffold_8_508612",148,-20.99,"63.16%","68.42%",-0.853194623988119,0.0350154479917611
"1147","Montipora_capitata_HIv3___RNAseq.g27058.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",12172,"Montipora_capitata_HIv3___Scaffold_2_98529",174,-20.42,"71.43%","85.71%",-0.741721961195399,0.0511627906976744
"1148","Montipora_capitata_HIv3___TS.g24504.t1c","GO:0008379","thioredoxin peroxidase activity",5,2,0.16,0.0094,"Molecular Functions",11263,"Montipora_capitata_HIv3___Scaffold_2_71488",141,-26.14,"57.69%","65.38%",-0.74603783067625,0.4
"1149","Montipora_capitata_HIv3___TS.g24504.t1c","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",11263,"Montipora_capitata_HIv3___Scaffold_2_71488",141,-26.14,"57.69%","65.38%",-0.74603783067625,0.0350154479917611
"1150","Montipora_capitata_HIv3___RNAseq.g19104.t1","GO:0008237","metallopeptidase activity",103,6,3.27,0.0246,"Molecular Functions",10724,"Montipora_capitata_HIv3___Scaffold_2_71488",160,-27.56,"82.35%","82.35%",-0.742804747730027,0.058252427184466
"1151","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0001786","phosphatidylserine binding",41,4,1.3,0.0401,"Molecular Functions",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,0.0975609756097561
"1152","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0033746","histone H3R2 demethylase activity",2,2,0.06,0.001,"Molecular Functions",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,1
"1153","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0033749","histone H4R3 demethylase activity",2,2,0.06,0.001,"Molecular Functions",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,1
"1154","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,0.0478468899521531
"1155","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,0.0350154479917611
"1156","Montipora_capitata_HIv3___RNAseq.g49655.t1","GO:0070815","peptidyl-lysine 5-dioxygenase activity",4,2,0.13,0.0058,"Molecular Functions",10466,"Montipora_capitata_HIv3___Scaffold_2_67225",172,-20.44,"71.43%","90.48%",-0.707330645807606,0.5
"1157","Montipora_capitata_HIv3___RNAseq.g9815.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",11210,"Montipora_capitata_HIv3___Scaffold_2_71488",152,-20.92,"70.59%","82.35%",-0.761584727642847,0.0350154479917611
"1158","Montipora_capitata_HIv3___RNAseq.g22258.t1","GO:0000701","purine-specific mismatch base pair DNA N-glycosylas...",1,1,0.03,0.0317,"Molecular Functions",16659,"Montipora_capitata_HIv3___Scaffold_7_456843",156,-20.45,"66.67%","76.19%",-0.964219025619427,1
"1159","Montipora_capitata_HIv3___RNAseq.g29479.t1","GO:0017134","fibroblast growth factor binding",27,4,0.86,0.0098,"Molecular Functions",10870,"Montipora_capitata_HIv3___Scaffold_2_71488",149,-21.55,"78.57%","85.71%",-0.735293285546703,0.148148148148148
"1160","Montipora_capitata_HIv3___RNAseq.g29479.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",10870,"Montipora_capitata_HIv3___Scaffold_2_71488",149,-21.55,"78.57%","85.71%",-0.735293285546703,0.0478468899521531
"1161","Montipora_capitata_HIv3___RNAseq.g35936.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",6506,"Montipora_capitata_HIv3___Scaffold_13_954675",155,-22.57,"71.43%","92.86%",-0.724110581024727,0.0478468899521531
"1162","Montipora_capitata_HIv3___RNAseq.g49789.t1a","GO:0004438","phosphatidylinositol-3-phosphate phosphatase activi...",11,2,0.35,0.0457,"Molecular Functions",12340,"Montipora_capitata_HIv3___Scaffold_2_98529",172,-25.86,"76.19%","85.71%",-0.762010870383994,0.181818181818182
"1163","Montipora_capitata_HIv3___RNAseq.g49789.t1a","GO:1990175","EH domain binding",1,1,0.03,0.0317,"Molecular Functions",12340,"Montipora_capitata_HIv3___Scaffold_2_98529",172,-25.86,"76.19%","85.71%",-0.762010870383994,1
"1164","Montipora_capitata_HIv3___RNAseq.g3201.t1","GO:0004392","heme oxygenase (decyclizing) activity",1,1,0.03,0.0317,"Molecular Functions",16138,"Montipora_capitata_HIv3___Scaffold_6_439094",166,-21.44,"76.19%","85.71%",-0.784845139687038,1
"1165","Montipora_capitata_HIv3___RNAseq.g3201.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",16138,"Montipora_capitata_HIv3___Scaffold_6_439094",166,-21.44,"76.19%","85.71%",-0.784845139687038,0.0350154479917611
"1166","Montipora_capitata_HIv3___RNAseq.g45549.t1","GO:0008520","L-ascorbate:sodium symporter activity",7,2,0.22,0.019,"Molecular Functions",11076,"Montipora_capitata_HIv3___Scaffold_2_71488",150,-20.45,"75.00%","81.25%",-0.75588767942984,0.285714285714286
"1167","Montipora_capitata_HIv3___RNAseq.g45549.t1","GO:0015229","L-ascorbic acid transmembrane transporter activity",7,2,0.22,0.019,"Molecular Functions",11076,"Montipora_capitata_HIv3___Scaffold_2_71488",150,-20.45,"75.00%","81.25%",-0.75588767942984,0.285714285714286
"1168","Montipora_capitata_HIv3___RNAseq.g45549.t1","GO:0033300","dehydroascorbic acid transmembrane transporter acti...",8,3,0.25,0.0016,"Molecular Functions",11076,"Montipora_capitata_HIv3___Scaffold_2_71488",150,-20.45,"75.00%","81.25%",-0.75588767942984,0.375
"1169","Montipora_capitata_HIv3___RNAseq.g44030.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",15281,"Montipora_capitata_HIv3___Scaffold_6_400996",159,-21.23,"63.64%","86.36%",-0.875191203243536,0.0511627906976744
"1170","Montipora_capitata_HIv3___RNAseq.g39012.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",9496,"Montipora_capitata_HIv3___Scaffold_2_124999",145,-20.29,"54.55%","66.67%",-0.773727151719356,0.0350154479917611
"1171","Montipora_capitata_HIv3___RNAseq.g39012.t1","GO:0060072","large conductance calcium-activated potassium chann...",1,1,0.03,0.0317,"Molecular Functions",9496,"Montipora_capitata_HIv3___Scaffold_2_124999",145,-20.29,"54.55%","66.67%",-0.773727151719356,1
"1172","Montipora_capitata_HIv3___RNAseq.g16009.t1","GO:0038023","signaling receptor activity",418,20,13.27,0.0324,"Molecular Functions",24212,"Montipora_capitata_HIv3___Scaffold_9_613239",156,-25.62,"76.47%","82.35%",-0.835290227213349,0.0478468899521531
"1173","Montipora_capitata_HIv3___RNAseq.g49908.t2","GO:0008574","plus-end-directed microtubule motor activity",23,3,0.73,0.035,"Molecular Functions",19905,"Montipora_capitata_HIv3___Scaffold_8_542727",151,-22.69,"63.64%","77.27%",-0.754630987668449,0.130434782608696
"1174","Montipora_capitata_HIv3___RNAseq.g49908.t2","GO:0008574","plus-end-directed microtubule motor activity",23,3,0.73,0.035,"Molecular Functions",20953,"Montipora_capitata_HIv3___Scaffold_8_565039",150,-20.08,"100.00%","100.00%",-0.895695992373346,0.130434782608696
"1175","Montipora_capitata_HIv3___RNAseq.g49908.t2","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",19905,"Montipora_capitata_HIv3___Scaffold_8_542727",151,-22.69,"63.64%","77.27%",-0.754630987668449,0.0511627906976744
"1176","Montipora_capitata_HIv3___RNAseq.g49908.t2","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",20953,"Montipora_capitata_HIv3___Scaffold_8_565039",150,-20.08,"100.00%","100.00%",-0.895695992373346,0.0511627906976744
"1177","Montipora_capitata_HIv3___RNAseq.g11702.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",469,"Montipora_capitata_HIv3___Scaffold_10_645863",173,-20.59,"77.27%","81.82%",-0.812232844564801,0.0350154479917611
"1178","Montipora_capitata_HIv3___RNAseq.g11702.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",11376,"Montipora_capitata_HIv3___Scaffold_2_87665",173,-20.59,"77.27%","81.82%",-0.812232844564801,0.0350154479917611
"1179","Montipora_capitata_HIv3___RNAseq.g11702.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",13983,"Montipora_capitata_HIv3___Scaffold_5_322659",173,-20.59,"77.27%","81.82%",-0.812232844564801,0.0350154479917611
"1180","Montipora_capitata_HIv3___RNAseq.g11702.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",15542,"Montipora_capitata_HIv3___Scaffold_6_419669",173,-20.59,"77.27%","81.82%",-0.812232844564801,0.0350154479917611
"1181","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0001786","phosphatidylserine binding",41,4,1.3,0.0401,"Molecular Functions",10907,"Montipora_capitata_HIv3___Scaffold_2_71488",152,-20.84,"70.59%","82.35%",-0.913706220144556,0.0975609756097561
"1182","Montipora_capitata_HIv3___RNAseq.g33119.t1","GO:0017134","fibroblast growth factor binding",27,4,0.86,0.0098,"Molecular Functions",10907,"Montipora_capitata_HIv3___Scaffold_2_71488",152,-20.84,"70.59%","82.35%",-0.913706220144556,0.148148148148148
"1183","Montipora_capitata_HIv3___TS.g17962.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",7917,"Montipora_capitata_HIv3___Scaffold_14_992284",162,-20.12,"72.73%","77.27%",-0.829601537149678,0.0350154479917611
"1184","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0001786","phosphatidylserine binding",41,4,1.3,0.0401,"Molecular Functions",682,"Montipora_capitata_HIv3___Scaffold_10_645863",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0975609756097561
"1185","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0001786","phosphatidylserine binding",41,4,1.3,0.0401,"Molecular Functions",11589,"Montipora_capitata_HIv3___Scaffold_2_87665",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0975609756097561
"1186","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0001786","phosphatidylserine binding",41,4,1.3,0.0401,"Molecular Functions",14196,"Montipora_capitata_HIv3___Scaffold_5_322659",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0975609756097561
"1187","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0001786","phosphatidylserine binding",41,4,1.3,0.0401,"Molecular Functions",15755,"Montipora_capitata_HIv3___Scaffold_6_419669",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0975609756097561
"1188","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",682,"Montipora_capitata_HIv3___Scaffold_10_645863",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0350154479917611
"1189","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",11589,"Montipora_capitata_HIv3___Scaffold_2_87665",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0350154479917611
"1190","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",14196,"Montipora_capitata_HIv3___Scaffold_5_322659",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0350154479917611
"1191","Montipora_capitata_HIv3___RNAseq.g44069.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",15755,"Montipora_capitata_HIv3___Scaffold_6_419669",177,-22.67,"87.50%","100.00%",-0.763342232700258,0.0350154479917611
"1192","Montipora_capitata_HIv3___TS.g9808.t1","GO:0016887","ATP hydrolysis activity",430,22,13.65,0.018,"Molecular Functions",12471,"Montipora_capitata_HIv3___Scaffold_2_98529",173,-26.06,"75.00%","85.00%",-0.744332484894149,0.0511627906976744
"1193","Montipora_capitata_HIv3___TS.g50854.t1","GO:0046983","protein dimerization activity",971,34,30.82,0.0196,"Molecular Functions",14891,"Montipora_capitata_HIv3___Scaffold_5_375083",158,-21.73,"66.67%","71.43%",-0.757601421355283,0.0350154479917611
